ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,open_qfq,high_qfq,low_qfq,close_qfq,adj_ratio
002594.SZ,20260204,86.99,89.33,86.45,89.14,87.37,1.77,2.0259,376504.71,3322530.225,86.99,89.33,86.45,89.14,1.0
002594.SZ,20260205,88.5,91.23,88.33,90.11,89.14,0.97,1.0882,354240.31,3184480.193,88.5,91.23,88.33,90.11,1.0
002594.SZ,20260206,89.39,90.66,89.0,89.82,90.11,-0.29,-0.3218,247087.79,2217096.985,89.39,90.66,89.0,89.82,1.0
002594.SZ,20260209,90.5,90.65,89.83,90.06,89.82,0.24,0.2672,208179.51,1875980.039,90.5,90.65,89.83,90.06,1.0
002594.SZ,20260210,90.0,91.57,89.84,90.81,90.06,0.75,0.8328,267604.81,2434219.975,90.0,91.57,89.84,90.81,1.0
002594.SZ,20260211,90.88,92.95,90.88,92.28,90.81,1.47,1.6188,396949.59,3662117.779,90.88,92.95,90.88,92.28,1.0
002594.SZ,20260212,92.29,92.35,91.08,91.16,92.28,-1.12,-1.2137,230313.32,2106032.227,92.29,92.35,91.08,91.16,1.0
002594.SZ,20260213,90.05,91.09,89.88,90.27,91.16,-0.89,-0.9763,217338.87,1963579.417,90.05,91.09,89.88,90.27,1.0
002594.SZ,20260224,91.98,91.99,90.61,90.87,90.27,0.6,0.6647,206444.58,1879888.761,91.98,91.99,90.61,90.87,1.0
002594.SZ,20260225,90.89,92.79,90.89,91.45,90.87,0.58,0.6383,324780.1,2985714.58,90.89,92.79,90.89,91.45,1.0
002594.SZ,20260226,91.4,91.4,89.61,89.85,91.45,-1.6,-1.7496,291018.94,2619922.211,91.4,91.4,89.61,89.85,1.0
002594.SZ,20260227,89.4,89.94,89.1,89.32,89.85,-0.53,-0.5899,219340.83,1962319.079,89.4,89.94,89.1,89.32,1.0
002594.SZ,20260302,88.0,97.25,87.72,96.79,89.32,7.47,8.3632,1435136.88,13507227.574,88.0,97.25,87.72,96.79,1.0
002594.SZ,20260303,96.39,96.99,93.99,95.21,96.79,-1.58,-1.6324,865741.45,8272503.576,96.39,96.99,93.99,95.21,1.0
002594.SZ,20260304,95.2,96.8,93.7,95.99,95.21,0.78,0.8192,700968.92,6674964.518,95.2,96.8,93.7,95.99,1.0
002594.SZ,20260305,96.8,96.82,93.89,94.47,95.99,-1.52,-1.5835,552439.97,5235746.09,96.8,96.82,93.89,94.47,1.0
002594.SZ,20260306,96.0,96.0,93.25,93.62,94.47,-0.85,-0.8998,503540.37,4743654.925,96.0,96.0,93.25,93.62,1.0
002594.SZ,20260309,93.62,98.0,93.0,97.52,93.62,3.9,4.1658,1093408.99,10562485.735,93.62,98.0,93.0,97.52,1.0
002594.SZ,20260310,97.18,97.49,96.08,96.6,97.52,-0.92,-0.9434,507462.43,4907397.251,97.18,97.49,96.08,96.6,1.0
002594.SZ,20260311,96.75,100.34,95.67,99.22,96.6,2.62,2.7122,903743.75,8925093.668,96.75,100.34,95.67,99.22,1.0
002594.SZ,20260312,99.23,100.69,98.7,99.1,99.22,-0.12,-0.1209,502523.57,4995016.177,99.23,100.69,98.7,99.1,1.0
002594.SZ,20260313,99.0,100.79,98.3,99.67,99.1,0.57,0.5752,519764.82,5199004.697,99.0,100.79,98.3,99.67,1.0
002594.SZ,20260316,99.67,105.0,98.79,104.62,99.67,4.95,4.9664,1087814.26,11184164.655,99.67,105.0,98.79,104.62,1.0
002594.SZ,20260317,104.63,106.66,102.71,102.87,104.62,-1.75,-1.6727,841388.6,8793237.613,104.63,106.66,102.71,102.87,1.0
002594.SZ,20260318,102.82,102.82,100.05,101.69,102.87,-1.18,-1.1471,617996.48,6257459.33,102.82,102.82,100.05,101.69,1.0
002594.SZ,20260319,100.99,103.88,100.47,102.31,101.69,0.62,0.6097,531059.39,5450382.395,100.99,103.88,100.47,102.31,1.0
002594.SZ,20260320,102.0,104.45,101.56,103.03,102.31,0.72,0.7037,628783.24,6495105.104,102.0,104.45,101.56,103.03,1.0
002594.SZ,20260323,103.87,111.82,103.18,107.63,103.03,4.6,4.4647,1782445.51,19284919.429,103.87,111.82,103.18,107.63,1.0
002594.SZ,20260324,108.4,108.4,104.93,106.64,107.63,-0.99,-0.9198,921446.17,9784806.491,108.4,108.4,104.93,106.64,1.0
002594.SZ,20260325,106.72,107.66,105.28,106.6,106.64,-0.04,-0.0375,662664.89,7061311.678,106.72,107.66,105.28,106.6,1.0
002594.SZ,20260326,106.62,107.68,102.7,103.14,106.6,-3.46,-3.2458,828120.67,8655663.075,106.62,107.68,102.7,103.14,1.0
002594.SZ,20260327,103.99,105.89,102.75,105.3,103.14,2.16,2.0942,658454.64,6893710.026,103.99,105.89,102.75,105.3,1.0
002594.SZ,20260330,103.51,108.0,103.25,106.05,105.3,0.75,0.7123,727557.23,7713482.118,103.51,108.0,103.25,106.05,1.0
002594.SZ,20260331,107.0,108.49,105.1,105.25,106.05,-0.8,-0.7544,588659.01,6283345.063,107.0,108.49,105.1,105.25,1.0
002594.SZ,20260401,105.9,106.5,102.37,102.65,105.25,-2.6,-2.4703,715198.11,7383168.512,105.9,106.5,102.37,102.65,1.0
002594.SZ,20260402,102.49,103.48,100.5,101.65,102.65,-1.0,-0.9742,604349.47,6153958.208,102.49,103.48,100.5,101.65,1.0
002594.SZ,20260403,101.8,102.3,99.0,99.01,101.65,-2.64,-2.5971,491745.16,4921224.066,101.8,102.3,99.0,99.01,1.0
002594.SZ,20260407,99.5,99.77,97.45,97.98,99.01,-1.03,-1.0403,379697.46,3731963.03,99.5,99.77,97.45,97.98,1.0
002594.SZ,20260408,98.5,101.28,98.11,101.22,97.98,3.24,3.3068,562818.4,5621410.29,98.5,101.28,98.11,101.22,1.0
002594.SZ,20260409,100.21,100.21,98.81,99.03,101.22,-2.19,-2.1636,379062.93,3764528.22,100.21,100.21,98.81,99.03,1.0
002594.SZ,20260410,99.39,102.2,99.03,101.67,99.03,2.64,2.6659,605731.35,6130392.652,99.39,102.2,99.03,101.67,1.0
002594.SZ,20260413,101.57,104.99,100.81,104.25,101.67,2.58,2.5376,663135.98,6887089.022,101.57,104.99,100.81,104.25,1.0
002594.SZ,20260414,103.0,104.19,102.5,103.82,104.25,-0.43,-0.4125,543342.83,5614541.232,103.0,104.19,102.5,103.82,1.0
002594.SZ,20260415,103.82,104.77,102.5,103.03,103.82,-0.79,-0.7609,428719.17,4431952.62,103.82,104.77,102.5,103.03,1.0
002594.SZ,20260416,103.28,105.97,103.28,105.54,103.03,2.51,2.4362,643661.46,6763624.067,103.28,105.97,103.28,105.54,1.0
002594.SZ,20260417,104.99,105.46,103.12,103.78,105.54,-1.76,-1.6676,442047.63,4595671.718,104.99,105.46,103.12,103.78,1.0
002594.SZ,20260420,103.78,103.95,102.62,102.91,103.78,-0.87,-0.8383,383676.96,3957213.043,103.78,103.95,102.62,102.91,1.0
002594.SZ,20260421,102.91,103.19,101.33,101.53,102.91,-1.38,-1.341,432257.69,4398233.495,102.91,103.19,101.33,101.53,1.0
002594.SZ,20260422,101.11,102.38,100.6,101.62,101.53,0.09,0.0886,343733.37,3485648.244,101.11,102.38,100.6,101.62,1.0
002594.SZ,20260423,101.57,101.59,99.01,99.98,101.62,-1.64,-1.6139,492163.75,4915554.212,101.57,101.59,99.01,99.98,1.0
002594.SZ,20260424,99.91,99.91,98.7,99.46,99.98,-0.52,-0.5201,337738.78,3348015.919,99.91,99.91,98.7,99.46,1.0
002594.SZ,20260427,100.0,104.0,99.88,102.34,99.46,2.88,2.8956,601670.2,6169037.082,100.0,104.0,99.88,102.34,1.0
002594.SZ,20260428,101.85,103.3,101.34,101.48,102.34,-0.86,-0.8403,361550.04,3687912.785,101.85,103.3,101.34,101.48,1.0
002594.SZ,20260429,101.47,105.64,101.0,105.4,101.48,3.92,3.8628,1056557.81,11021927.729,101.47,105.64,101.0,105.4,1.0
002594.SZ,20260430,104.54,105.45,102.37,102.98,105.4,-2.42,-2.296,600978.53,6206126.903,104.54,105.45,102.37,102.98,1.0
002594.SZ,20260506,101.7,101.89,100.2,100.75,102.98,-2.23,-2.1655,670487.11,6746578.445,101.7,101.89,100.2,100.75,1.0
002594.SZ,20260507,101.05,101.26,100.01,100.46,100.75,-0.29,-0.2878,468845.96,4708289.851,101.05,101.26,100.01,100.46,1.0
002594.SZ,20260508,100.47,101.0,99.8,100.02,100.46,-0.44,-0.438,382157.5,3823821.998,100.47,101.0,99.8,100.02,1.0
002594.SZ,20260511,100.02,100.73,99.0,100.44,100.02,0.42,0.4199,482810.04,4812920.715,100.02,100.73,99.0,100.44,1.0
002594.SZ,20260512,99.97,100.1,99.1,99.23,100.44,-1.21,-1.2047,353441.29,3514548.836,99.97,100.1,99.1,99.23,1.0
002594.SZ,20260513,99.23,99.25,97.81,98.6,99.23,-0.63,-0.6349,456193.52,4481395.884,99.23,99.25,97.81,98.6,1.0
002594.SZ,20260514,99.0,100.0,98.45,98.73,98.6,0.13,0.1318,339179.88,3361151.176,99.0,100.0,98.45,98.73,1.0
002594.SZ,20260515,98.0,98.03,96.26,96.3,98.73,-2.43,-2.4613,466217.23,4507893.858,98.0,98.03,96.26,96.3,1.0
002594.SZ,20260518,95.34,95.94,94.3,94.51,96.3,-1.79,-1.8588,354613.17,3359745.463,95.34,95.94,94.3,94.51,1.0
002594.SZ,20260519,94.51,96.08,93.8,96.0,94.51,1.49,1.5766,296184.39,2822346.576,94.51,96.08,93.8,96.0,1.0
002594.SZ,20260520,95.3,95.49,93.3,93.36,96.0,-2.64,-2.75,415009.93,3900216.299,95.3,95.49,93.3,93.36,1.0
002594.SZ,20260521,93.41,96.2,93.41,93.51,93.36,0.15,0.1607,373949.74,3540792.199,93.41,96.2,93.41,93.51,1.0
002594.SZ,20260522,93.55,94.19,92.61,93.75,93.51,0.24,0.2567,268591.77,2510615.944,93.55,94.19,92.61,93.75,1.0
002594.SZ,20260525,95.0,97.21,95.0,95.96,93.75,2.21,2.3573,405995.16,3900848.662,95.0,97.21,95.0,95.96,1.0
002594.SZ,20260526,95.8,96.92,94.51,96.55,95.96,0.59,0.6148,386524.35,3720039.551,95.8,96.92,94.51,96.55,1.0
002594.SZ,20260527,96.0,97.27,94.66,95.22,96.55,-1.33,-1.3775,362373.56,3467882.77,96.0,97.27,94.66,95.22,1.0
002594.SZ,20260528,95.22,95.99,94.03,95.88,95.22,0.66,0.6931,314589.76,2991315.17,95.22,95.99,94.03,95.88,1.0
002594.SZ,20260529,98.9,99.5,96.13,96.18,95.88,0.3,0.3129,606293.93,5901286.621,98.9,99.5,96.13,96.18,1.0
002594.SZ,20260601,96.18,96.22,93.6,93.65,96.18,-2.53,-2.6305,445980.76,4207350.43,96.18,96.22,93.6,93.65,1.0
002594.SZ,20260602,96.0,96.88,94.31,96.76,93.65,3.11,3.3209,554964.17,5321331.038,96.0,96.88,94.31,96.76,1.0
002594.SZ,20260603,96.0,96.0,94.5,94.82,96.76,-1.94,-2.005,370433.74,3514157.745,96.0,96.0,94.5,94.82,1.0
002594.SZ,20260604,93.6,94.39,93.1,93.44,94.82,-1.38,-1.4554,318711.74,2982999.607,93.6,94.39,93.1,93.44,1.0
002594.SZ,20260605,93.52,94.0,92.3,93.01,93.44,-0.43,-0.4602,339968.97,3159266.076,93.52,94.0,92.3,93.01,1.0
002594.SZ,20260608,91.0,92.02,90.3,91.19,93.01,-1.82,-1.9568,316843.95,2885879.183,91.0,92.02,90.3,91.19,1.0
002594.SZ,20260609,91.22,91.92,90.03,91.89,91.19,0.7,0.7676,281926.95,2562232.96109,91.22,91.92,90.03,91.89,1.0
002594.SZ,20260610,91.0,91.0,90.1,90.31,91.89,-1.58,-1.7194,241286.6,2182297.13741,91.0,91.0,90.1,90.31,1.0
002594.SZ,20260611,90.1,90.8,88.88,89.8,90.31,-0.51,-0.5647,315087.34,2821436.89548,90.1,90.8,88.88,89.8,1.0
002594.SZ,20260612,89.9,91.78,89.25,91.6,89.8,1.8,2.0045,385351.78,3497028.50468,89.9,91.78,89.25,91.6,1.0
002594.SZ,20260615,91.61,91.9,90.4,90.82,91.6,-0.78,-0.8515,312979.08,2847656.61685,91.61,91.9,90.4,90.82,1.0
002594.SZ,20260616,90.35,90.5,89.5,89.64,90.82,-1.18,-1.2993,336018.68,3017362.61274,90.35,90.5,89.5,89.64,1.0
002594.SZ,20260617,89.0,89.3,87.0,87.47,89.64,-2.17,-2.4208,495267.11,4335318.6677,89.0,89.3,87.0,87.47,1.0
002594.SZ,20260618,87.0,89.33,86.08,88.13,87.47,0.66,0.7545,435789.76,3820166.90992,87.0,89.33,86.08,88.13,1.0
002594.SZ,20260622,87.0,87.9,84.6,87.59,88.13,-0.54,-0.6127,637242.2,5467321.88639,87.0,87.9,84.6,87.59,1.0
002594.SZ,20260623,86.91,88.32,84.75,85.0,87.59,-2.59,-2.957,466216.68,4016365.83408,86.91,88.32,84.75,85.0,1.0
002594.SZ,20260624,84.5,84.7,82.78,83.3,85.0,-1.7,-2.0,455735.3,3803649.80554,84.5,84.7,82.78,83.3,1.0
002594.SZ,20260625,82.8,83.81,81.34,82.2,83.3,-1.1,-1.3205,556432.08,4579273.3254,82.8,83.81,81.34,82.2,1.0
002594.SZ,20260626,81.51,81.8,78.2,78.2,82.2,-4.0,-4.8662,663208.02,5267490.27775,81.51,81.8,78.2,78.2,1.0
002594.SZ,20260629,78.2,80.95,77.6,79.64,78.2,1.44,1.8414,523707.29,4160734.87256,78.2,80.95,77.6,79.64,1.0
002594.SZ,20260630,79.58,80.55,78.58,79.7,79.64,0.06,0.0753,382043.09,3031865.04919,79.58,80.55,78.58,79.7,1.0
002594.SZ,20260701,79.9,81.65,78.55,80.66,79.7,0.96,1.2045,503176.61,4035250.99665,79.9,81.65,78.55,80.66,1.0
002594.SZ,20260702,81.9,85.67,81.9,83.57,80.66,2.91,3.6077,825046.21,6956783.9553,81.9,85.67,81.9,83.57,1.0
002594.SZ,20260703,83.73,88.88,83.6,88.47,83.57,4.9,5.8633,838981.62,7298140.28407,83.73,88.88,83.6,88.47,1.0
002594.SZ,20260706,88.52,88.95,86.61,87.54,88.47,-0.93,-1.0512,485828.28,4263991.76189,88.52,88.95,86.61,87.54,1.0
002594.SZ,20260707,87.66,88.81,85.87,86.26,87.54,-1.28,-1.4622,389469.58,3378987.2892,87.66,88.81,85.87,86.26,1.0
002594.SZ,20260708,86.01,88.34,85.28,87.8,86.26,1.54,1.7853,403809.08,3527472.65703,86.01,88.34,85.28,87.8,1.0
002594.SZ,20260709,86.5,87.77,85.8,86.87,87.8,-0.93,-1.0592,377392.8,3270884.06204,86.5,87.77,85.8,86.87,1.0
002594.SZ,20260710,86.84,90.83,84.88,90.0,86.87,3.13,3.6031,709332.47,6283278.80427,86.84,90.83,84.88,90.0,1.0
